DateComtd,DayComtd,TimeComtd,Barangay,X,Y,CrimeType,CrimeCategory,Classification,CaseStat,Solved,Cleared,"Place of Occurrence"
2020-05-05,Tuesday,0:57:00,Taclobo,123.303108,9.308873,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-05,Tuesday,1:30:00,Taclobo,123.302734,9.309011,"NON-INDEX CRIME",SPECIALLAWS,"RA 10591 / 8294 (FIREARMS & EXPLOSIVES)","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
2020-05-05,Tuesday,20:30:00,Daro,123.298843,9.324238,"INDEX CRIME",MURDER,Murder,"Under Investigation",No,No,"Along the Roads/Streets/Alleys"
2020-06-05,Wednesday,10:05:00,Candau-ay,123.262535,9.314061,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-07-05,Thursday,11:30:00,"Poblacion No. 7 (Barangay 7)",123.304565,9.307081,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",No,Yes,"Detention Cell"
2020-07-05,Thursday,19:33:00,Bajumpandan,123.27951,9.287581,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-08-05,Friday,15:00:00,"Poblacion No. 3 (Barangay 3)",123.306625,9.304506,"INDEX CRIME",THEFT,"Shop Lifting","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Malls"
2020-08-05,Friday,17:30:00,Taclobo,123.295868,9.30824,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-08-05,Friday,17:30:00,Taclobo,123.295708,9.308704,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-09-05,Saturday,19:30:00,Candau-ay,123.264915,9.313765,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-10-05,Sunday,14:15:00,Balugo,123.255959,9.312685,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-10-05,Sunday,3:34:00,Pulantubig,123.291336,9.323928,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-10-05,Sunday,3:34:00,Pulantubig,123.291336,9.323928,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-05,Monday,18:00:00,Balugo,123.287094,9.304056,"NON-INDEX CRIME",OTHERNONINDEX,Threat/Coercion,"Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-05,Monday,20:03:00,Cadawinonan,123.268898,9.303844,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-05,Monday,20:03:00,Cadawinonan,123.268898,9.303844,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/05/2020,Wednesday,4:40:00,Tabuctubig,123.304047,9.301017,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
13/05/2020,Wednesday,11:45:00,Looc,123.311874,9.316242,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/05/2020,Wednesday,17:20:00,Looc,123.311859,9.316327,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
14/05/2020,Thursday,22:00:00,Banilad,123.294022,9.276093,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
14/05/2020,Thursday,22:00:00,Banilad,123.294022,9.276093,"NON-INDEX CRIME",OTHERNONINDEX,"GRAVE THREATS  - RPC Art. 282","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
14/05/2020,Thursday,19:35:00,"Poblacion No. 2 (Barangay 2)",123.306023,9.303558,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
15/05/2020,Friday,21:50:00,"Poblacion No. 1 (Barangay 1)",123.309036,9.299138,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/05/2020,Saturday,6:40:00,"Poblacion No. 3 (Barangay 3)",123.307388,9.307041,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/05/2020,Saturday,10:38:00,Talay,123.26889,9.290101,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/05/2020,Saturday,10:38:00,Talay,123.26889,9.290101,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/05/2020,Saturday,18:00:00,Calindagan,123.302414,9.298603,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
17/05/2020,Sunday,16:50:00,Candau-ay,123.264587,9.314559,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"Unihabited Place"
17/05/2020,Sunday,20:10:00,Looc,123.311966,9.316295,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
19/05/2020,Tuesday,23:20:00,Camanjac,123.271111,9.325744,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
20/05/2020,Wednesday,2:22:00,"Poblacion No. 1 (Barangay 1)",123.308418,9.30336,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
20/05/2020,Wednesday,2:22:00,"Poblacion No. 1 (Barangay 1)",123.308418,9.30336,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
20/05/2020,Wednesday,15:45:00,Pulantubig,123.294777,9.324691,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
20/05/2020,Wednesday,15:45:00,Pulantubig,123.294777,9.324691,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
20/05/2020,Wednesday,17:20:00,Camanjac,123.271507,9.327671,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
21/05/2020,Thursday,18:05:00,Bagacay,123.295013,9.295278,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
21/05/2020,Thursday,18:50:00,Bantayan,123.306923,9.327464,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
22/05/2020,Friday,15:15:00,Banilad,123.293442,9.281302,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
23/05/2020,Saturday,23:30:00,"Poblacion No. 8 (Barangay 8)",123.304848,9.303611,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
24/05/2020,Sunday,16:30:00,Bantayan,123.307571,9.328497,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/05/2020,Monday,14:30:00,Bunao,123.290009,9.329434,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/05/2020,Monday,20:30:00,Looc,123.311981,9.31647,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/05/2020,Monday,20:40:00,Looc,123.311913,9.316464,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/05/2020,Tuesday,20:55:00,Banilad,123.281151,9.276802,"INDEX CRIME",MURDER,Murder,"Under Investigation",No,No,"Along the Roads/Streets/Alleys"
2020-10-05,Sunday,22:00:00,Junob,123.275459,9.293118,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
26/05/2020,Tuesday,16:55:00,Talay,123.290871,9.299132,"NON-INDEX CRIME",HOMICIDE,"Homicide TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
27/05/2020,Wednesday,8:00:00,Banilad,123.293358,9.280709,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
27/05/2020,Wednesday,10:00:00,"Poblacion No. 2 (Barangay 2)",123.30732,9.302616,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
29/05/2020,Friday,17:45:00,Bajumpandan,123.276299,9.28054,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
30/05/2020,Saturday,6:40:00,Mangnao-Canal,123.299088,9.293754,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
30/05/2020,Saturday,18:58:00,Bagacay,123.28894,9.298518,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
31/05/2020,Sunday,12:20:00,Batinguel,123.279442,9.314728,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"Unihabited Place"
31/05/2020,Sunday,20:35:00,Bagacay,123.295013,9.295278,"INDEX CRIME",PHYSICALINJURIES,"Attemptd/Frustd Homicide","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-05,Tuesday,14:00:00,Taclobo,123.295868,9.30824,"NON-INDEX CRIME",SPECIALLAWS,"RA 7610 (CHILD ABUSE)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
19/05/2020,Tuesday,22:30:00,Batinguel,123.281151,9.276802,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/05/2020,Wednesday,15:00:00,Calindagan,123.30899,9.29999,"NON-INDEX CRIME",SPECIALLAWS,"RA 7610 (CHILD ABUSE)","Filed in Pros / Court",No,Yes,"Along the Roads/Streets/Alleys"
14/04/2020,Tuesday,11:30:00,Calindagan,123.30899,9.29999,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
2020-02-06,Tuesday,9:15:00,"Poblacion No. 3 (Barangay 3)",123.303787,9.297862,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-03-06,Wednesday,10:20:00,Motong,123.291298,9.315818,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-04-06,Thursday,21:20:00,Looc,123.311905,9.316401,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-06,Friday,7:15:00,"Poblacion No. 8 (Barangay 8)",123.304031,9.304426,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-06,Friday,11:00:00,Daro,123.298531,9.323828,"INDEX CRIME",THEFT,"Qualified Theft","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store"
2020-06-06,Saturday,18:50:00,Batinguel,123.294914,9.30756,"INDEX CRIME",ROBBERY,"Robbery w/ Intimidation","Victim refused to file a case",Yes,Yes,"Unihabited Place"
2020-07-06,Sunday,13:10:00,"Poblacion No. 2 (Barangay 2)",123.306,9.302838,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-06-06,Saturday,22:55:00,Batinguel,123.289345,9.311509,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-06,Monday,9:00:00,"Poblacion No. 3 (Barangay 3)",123.302071,9.312854,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-06,Monday,10:35:00,Bajumpandan,123.27626,9.280624,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-06,Monday,14:00:00,Batinguel,123.281555,9.31692,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-06,Monday,18:40:00,Looc,123.312477,9.317639,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-09-06,Tuesday,15:20:00,"Poblacion No. 3 (Barangay 3)",123.306343,9.304151,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-10-06,Wednesday,9:20:00,Daro,123.303574,9.313447,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-10-06,Wednesday,13:10:00,Daro,123.303619,9.313447,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-10-06,Wednesday,9:00:00,"Poblacion No. 7 (Barangay 7)",123.30455,9.310109,"NON-INDEX CRIME",SPECIALLAWS,"PD 1619 (ILL POSS'N OF VOLATILE SUBSTANCE)","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-11-06,Thursday,13:37:00,Looc,123.309303,9.314728,"INDEX CRIME",CARNAPPING,Motorcycle,"Filed in Pros / Court",Yes,Yes,"(Commercial-Business Establishments) - Office "
2020-11-06,Thursday,17:50:00,Talay,123.26487,9.289783,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-12-06,Friday,17:40:00,"Poblacion No. 1 (Barangay 1)",123.309006,9.299778,"NON-INDEX CRIME",OTHERNONINDEX,"Unjust Vexation","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-12-06,Friday,6:30:00,Cadawinonan,123.269371,9.306226,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-06,Thursday,19:15:00,Banilad,123.29377,9.282679,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-06,Monday,13:00:00,Banilad,123.293968,9.283658,"INDEX CRIME",THEFT,"Qualified Theft","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Office "
2020-12-06,Friday,9:00:00,Pulantubig,123.297821,9.326067,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-12-06,Friday,12:05:00,Batinguel,123.281578,9.316898,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-12-06,Friday,20:30:00,Taclobo,123.301796,9.309344,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/06/2020,Saturday,18:30:00,Bagacay,123.290298,9.300599,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/06/2020,Saturday,18:30:00,Daro,123.304047,9.312706,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
13/06/2020,Saturday,23:50:00,Looc,123.310364,9.314389,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/06/2020,Sunday,15:20:00,"Poblacion No. 4 (Barangay 4)",123.309532,9.308317,"INDEX CRIME",THEFT,"Shop Lifting","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store"
14/06/2020,Sunday,20:45:00,"Poblacion No. 1 (Barangay 1)",123.309822,9.304212,"INDEX CRIME",ROBBERY,"Robbery w/ Intimidation","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/06/2020,Sunday,21:45:00,Bagacay,123.289276,9.300017,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
14/06/2020,Sunday,21:45:00,Bagacay,123.289276,9.300017,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
14/06/2020,Sunday,21:47:00,Bunao,123.294022,9.329857,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/06/2020,Sunday,17:00:00,Talay,123.267136,9.290133,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/06/2020,Sunday,18:20:00,Piapi,123.307159,9.320265,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/06/2020,Sunday,18:10:00,Bunao,123.296318,9.328692,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
15/06/2020,Monday,8:20:00,Candau-ay,123.261086,9.313235,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
15/06/2020,Monday,11:30:00,Calindagan,123.30854,9.300466,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/06/2020,Monday,11:30:00,Calindagan,123.30854,9.300466,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/06/2020,Monday,11:30:00,Mangnao-Canal,123.299934,9.29035,"INDEX CRIME",MURDER,Murder,"Under Investigation",No,No,"Along the Roads/Streets/Alleys"
16/06/2020,Tuesday,22:00:00,Cadawinonan,123.271568,9.304665,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
16/06/2020,Tuesday,21:30:00,"Poblacion No. 1 (Barangay 1)",123.310974,9.302272,"INDEX CRIME",MURDER,Murder,"Under Investigation",No,No,"Along the Roads/Streets/Alleys"
17/06/2020,Wednesday,7:50:00,Bagacay,123.29248,9.304024,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
19/06/2020,Friday,12:50:00,Taclobo,123.301888,9.303802,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
19/06/2020,Friday,15:49:00,Piapi,123.31189,9.323457,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
19/06/2020,Friday,14:07:00,"Poblacion No. 3 (Barangay 3)",123.306778,9.303955,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
21/06/2020,Sunday,12:56:00,Piapi,123.30954,9.320562,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"Unihabited Place"
21/06/2020,Sunday,15:45:00,Motong,123.285934,9.317121,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"Unihabited Place"
22/06/2020,Monday,21:00:00,Calindagan,123.308342,9.30084,"INDEX CRIME",THEFT,Salisi,"Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
22/06/2020,Monday,21:00:00,Calindagan,123.308342,9.30084,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
21/06/2020,Sunday,19:00:00,Bagacay,123.294411,9.298534,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
21/06/2020,Sunday,13:20:00,Balugo,123.256859,9.30792,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
21/06/2020,Sunday,18:45:00,Bagacay,123.289452,9.298709,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
22/06/2020,Monday,4:45:00,Camanjac,123.286514,9.324013,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
22/06/2020,Monday,6:45:00,Tabuctubig,123.30452,9.301695,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
22/06/2020,Monday,15:05:00,Motong,123.290291,9.317555,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
22/06/2020,Monday,17:35:00,Batinguel,123.290245,9.309678,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
22/06/2020,Monday,17:35:00,Batinguel,123.290245,9.309678,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
23/06/2020,Tuesday,6:30:00,"Poblacion No. 5 (Barangay 5)",123.304718,9.311425,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
24/06/2020,Wednesday,15:30:00,Looc,123.311913,9.316384,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
24/06/2020,Wednesday,17:00:00,Looc,123.311768,9.316144,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
26/06/2020,Friday,19:45:00,Banilad,123.295876,9.287652,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/06/2020,Friday,19:45:00,Banilad,123.295876,9.287652,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/06/2020,Thursday,10:00:00,"Poblacion No. 1 (Barangay 1)",123.310532,9.304702,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
27/06/2020,Saturday,19:27:00,Camanjac,123.273224,9.324585,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/06/2020,Saturday,19:27:00,Camanjac,123.273224,9.324585,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/06/2020,Saturday,22:42:00,Calindagan,123.308464,9.300212,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/06/2020,Saturday,22:42:00,Calindagan,123.308464,9.300212,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
28/06/2020,Sunday,14:30:00,Banilad,123.2948,9.287332,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Filed in Pros / Court",Yes,Yes,"Along the Roads/Streets/Alleys"
