DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence*
2019-01-02,Wednesday,3:00:00,(47)440,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 4 (Barangay 4),Rizal Boulevard,123.309433,9.308632,INDEX CRIME,Crime Against Property,THEFT,Salisi,SALISI (CELLPHONE),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Parking Area 
2019-01-02,Wednesday,1:15:00,(47)439,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Three Kings Videoke Bar,123.306648,9.30458,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,suspect went wild whom believed to be under influenced of intoxicating liquor grabbed the microphone of complainant,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Parking Area 
2019-01-02,Wednesday,12:15:00,(47)434,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone III,123.310951,9.317364,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2019-01-02,Wednesday,12:45:00,(47)438,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Yellow Tops,123.265121,9.3144,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,without provocation smashed the flower pot in front of him,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2019-01-02,Wednesday,4:00:00,(47)437,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Staff House of Fast Cat,123.309044,9.312825,INDEX CRIME,Crime Against Property,ROBBERY,Robbery w/ ForceUponThings,Crowbar/Destroying Lock,,No,,,,,,,,,,,,,,,,,,,,Establishment Robbery,,,Fast Cat Staff House,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Office 
2019-01-03,Thursday,12:10:00,Traf(129)127,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,"Alcapon, Lower Camanjac",123.283379,9.323717,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-03,Thursday,8:30:00,Traf(129)128,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),Corner Colon St. and Sta. Catalina St.,123.30864,9.304723,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Under Investigation,No,No,Yes,No,0,Along the Roads/Streets/Alleys
2019-01-03,Thursday,4:30:00,(47)446,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Floran Salon, Ma. Cristina St.",123.306046,9.309363,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft,Qualified Theft,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store
2019-01-03,Thursday,7:05:00,(47)447,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Mutya,123.309631,9.298995,INDEX CRIME,Crime Against Person,MURDER,Murder,Shooting - M,,No,,Small Arms - Handgun (Pistol or Revolver),Cal 45,Loose FA,,UNRECOVERED,,,No,,,,,,,,,,,,,,,Under Investigation,No,No,Yes,No,0,Along the Roads/Streets/Alleys
2019-01-04,Friday,12:15:00,(46)467,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,"Purok 1, Lower Batinguel",123.291748,9.306089,NON-INDEX CRIME,,OTHERNONINDEX,Grave Threats,"suspect, instead of asking forgiveness, he drew a knife and attempted to stabbed him",,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Parking Area 
2019-01-04,Friday,7:20:00,Traf(128)230,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Intersection EJ Blanco Drive,123.300056,9.320731,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-04,Friday,2:00:00,Traf(129)131,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 5 (Barangay 5),Silliman University Campus,123.306984,9.312981,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-04,Friday,3:40:00,Traf(129)132,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Piapi,Tubod,123.307068,9.321281,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-05,Saturday,12:15:00,Traf(129)133,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Ma. Cristina St. near Post Office,123.308678,9.305718,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-05,Saturday,2:10:00,Traf(129)134,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),Corner Cervantes and San Jose St.,123.304901,9.305782,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-05,Saturday,10:30:00,Traf(128)272,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,"Umbac, Subdivision",123.307976,9.299281,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-05,Saturday,6:30:00,Traf(128)274,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Real St., Fronting Caltex",123.306641,9.307094,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-05,Saturday,9:12:00,Traf(129)135,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bunao,Crossing Buñao,123.2957,9.329857,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-05,Saturday,10:30:00,(47)450,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Tabuctubig,"DDSP Rental services, Infante Drive",123.296425,9.300218,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
2019-01-06,Sunday,4:50:00,Traf(128)275,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,fronting CITI Hardware,123.306023,9.299874,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-05,Saturday,7:00:00,(46)469,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 6,123.309853,9.315856,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,Subject was arrested thru CITAR after he went wild and created trouble ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
2019-01-05,Saturday,9:00:00,(47)451,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,,123.302399,9.319127,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal," suspect was believed to be under influenced of intoxicating liquor, acted unruly, went wild ",,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
2019-01-07,Monday,4:30:00,(46)472,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 4 (Barangay 4),"7 Eleven, Rizal Avenue",123.309563,9.308274,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse,Pickpocket,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store
2019-01-06,Sunday,11:50:00,Traf(128)278,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Capitol Highway,123.303596,9.313383,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-07,Monday,1:35:00,Traf(128)279,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Corner Perdices and Pinili Street,123.307823,9.30413,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-06,Sunday,10:45:00,Traf(129)136,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,,123.306831,9.327634,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-07,Monday,11:00:00,Traf(129)137,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Intersection Aldecoa and Real St.,123.30188,9.316856,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-07,Monday,12:30:00,Traf(129)138,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Near Manila Traders Coop., Dr. V Locsin St.",123.307693,9.306883,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-07,Monday,2:30:00,Traf(129)139,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Fronting Pasta King, Sta. Catalina St.",123.308746,9.307306,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-07,Monday,6:30:00,Traf(128)280,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Perdices St., fronting Evermall",123.30761,9.308386,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-07,Monday,6:45:00,Traf(129)140,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),Intersection Dr. V Locsin St. and Cervantes st.,123.304863,9.30684,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-07,Monday,6:30:00,(46)476,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,,123.272949,9.288206,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft,Qualified Theft,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
2019-01-07,Monday,3:38:00,(46)478,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,"Mellinial Hub, Dr. V Locsin St.",123.302345,9.306883,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting,Shoplifting,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences - Subdivision) - w/o Security Guard
2019-01-08,Tuesday,1:15:00,Traf(129)143,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 5 (Barangay 5),"Silliman Avenue, Extension",123.307541,9.310334,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-08,Tuesday,3:55:00,Traf(129)144,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,SUMC Entrance,123.304001,9.317068,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-07,Monday,10:00:00,(46)480,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Yellow Bell,123.29438,9.297078,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,suspect allegedly went wild and acted unruly,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store
2019-01-08,Tuesday,7:30:00,(47)460,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Mutya,123.307213,9.297015,INDEX CRIME,Crime Against Person,MURDER,Murder,Shooting - M,,No,,Small Arms - Handgun (Pistol or Revolver),Cal 45,Loose FA,,UNRECOVERED,,,No,,,,,,,,,,,,,,,Under Investigation,No,No,Yes,No,0,Along the Roads/Streets/Alleys
2019-01-09,Wednesday,10:15:00,Traf(128)283,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Sta. Rosa St., frotning DCCCO",123.307411,9.303643,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-09,Wednesday,7:33:00,Traf(129)146,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Fronting foundation High School,123.29982,9.306586,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-09,Wednesday,5:55:00,Traf(128)286,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 7 (Barangay 7),"BPI, National Highway",123.304306,9.312176,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-09,Wednesday,7:30:00,(46)491,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,Southview Hotel,123.295486,9.288875,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
2019-01-09,Wednesday,8:45:00,(47)463,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Motong,,123.286087,9.315247,NON-INDEX CRIME,,SPECIALLAWS,BP Blg 6 (ILL POSS'N OF BLADED WEAPON),complainant was allegedly threatened to be stabbed by the respondent husband of his customer of Purok Santan,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
2019-01-10,Thursday,4:55:00,Traf(129)148,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Mangnao-Canal,,123.297348,9.291107,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-10,Thursday,7:00:00,Traf(128)287,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,"Intersection Taclobo, High School",123.282585,9.310249,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-10,Thursday,6:00:00,Traf(128)290,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Robinson's Mall,123.304451,9.30089,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-11,Friday,11:05:00,Traf(129)151,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Near Shell Station,123.298851,9.324246,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-12,Saturday,11:05:00,Traf(128)293,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"fronting RUSI, Sta. Rosa St.",123.30632,9.3036,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-12,Saturday,3:00:00,Traf(128)294,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Intersection Real and Dr. V Locsin St.,123.305679,9.306798,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2019-01-11,Friday,9:00:00,(46)495,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),ML Lhullier,123.307732,9.304589,NON-INDEX CRIME,,OTHERNONINDEX,Estafa,Collection sum of money,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Bank / Other similar establishment
2019-01-10,Thursday,11:54:00,(47)466,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,Habitat I,123.277542,9.275267,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Akyat Bahay),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2019-01-11,Friday,8:00:00,(47)468,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cantil-e,Purok Mapahiyumon,123.272804,9.2827,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Akyat Bahay),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
2019-01-11,Friday,5:00:00,(47)467,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 5,123.279251,9.309201,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
2019-01-12,Saturday,6:45:00,Traf(128)296,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,"Alcapon, Lower Camanjac",123.281471,9.322319,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
